Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,County, Agency Name,Street,City, State,Zip,Agency Phone,Agency Contact,  Street ,City,State,Zip,"Minimum 
Age Served","Maximum 
Age Served",     Star Rating, Provider Type,Capacity,   Open Time,   Close Time,"Certificate 
Program
 Participant"," Offers
 Scholarships","   Offers 
   Sliding 
       Scale Fee     ","Offers 
Multi- Child Discount",Approved For Transportation,"Charges 
Fee for 
Transportation","Regulatory
Agency"," Regulatory 
Status", License Approval Date,Date Open,Near Public Transportation," Wheel 
Chair
 Accessible",  No Smoking ,  No Dogs ,  No Cats ,No Pets ,"   Child and  Adult
  Care Food 
      Program      Participant","   Program 
   Evaluator","Program
Evaluator
Phone Number"
,BEDFORD,COMMUNITY ELEMENTARY - SACP,3470 HIGHWAY 41-A NORTH,UNIONVILLE,TN,37180,(931) 294-2676  ,,500 MADISON STREET,SHELBYVILLE,TN,37160,5YR,13YR,,Center,75,06:00 AM,06:00 PM,Y,Y,N,Y,N,N,Department Of Education,Approved,10/1/2021,8/26/1997,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,BEDFORD,CASCADE ELEMENTARY - SACP,2998 FAIRFIELD PIKE,BELL BUCKLE,TN,37020,(931) 389-0031  3012,,500 MADISON STREET,SHELBYVILLE,TN,37160,5YR,13YR,,Center,95,06:00 AM,06:00 PM,Y,Y,N,Y,N,N,Department Of Education,Approved,10/1/2021,8/14/1997,N,Y,Y,Y,Y,N,N,BILLY BENTON,(615) 210-8686
,BEDFORD,EAKIN ELEMENTARY - SACP,1100 GLEN OAKS ROAD,SHELBYVILLE,TN,37160,(931) 684-7852  3212,,500 MADISON STREET,SHELBYVILLE,TN,37160,5YR,10YR,,Center,170,06:00 AM,06:00 PM,Y,Y,N,Y,N,N,Department Of Education,Approved,10/1/2021,8/26/1997,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,BEDFORD,EAST SIDE ELEMENTARY SCHOOL - SACP,421 ELLIOTT STREET,SHELBYVILLE,TN,37160,(931) 684-7112  3312,,500 MADISON STREET,SHELBYVILLE,TN,37160,5YR,10YR,,Center,90,02:00 PM,06:00 PM,Y,N,N,Y,N,N,Department Of Education,Approved,10/1/2021,8/26/1997,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,BEDFORD,LIBERTY SCHOOL - SACP,500 SNELL ROAD,SHELBYVILLE,TN,37160,(931) 580-2592  3712,Rachael Trott,500 MADISON STREET,SHELBYVILLE,TN,37160,5YR,13YR,,Center,90,06:00 AM,06:00 PM,N,Y,N,Y,N,N,Department Of Education,Approved,10/1/2021,8/27/1997,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,BEDFORD,SOUTHSIDE ELEMENTARY  SCHOOL - SACP,903 SOUTH CANNON BLVD.,SHELBYVILLE,TN,37160,(931) 580-2592  3512,,500 MADISON STREET,SHELBYVILLE,TN,37160,5YR,10YR,,Center,150,06:00 AM,06:00 PM,Y,Y,N,Y,N,N,Department Of Education,Approved,10/1/2021,8/27/1997,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,BEDFORD,THOMAS MAGNET SCHOOL - SACP,515 TATE AVENUE,SHELBYVILLE,TN,37160,(931) 580-2592  3612,,500 MADISON ST.,SHELBYVILLE,TN,37160,5YR,10YR,,Center,160,06:00 AM,06:00 PM,Y,Y,N,Y,N,N,Department Of Education,Approved,10/1/2020,8/27/1997,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,BEDFORD,Learning Way Elementary School SACP,200 Learning Way,Shelbyville,TN,37160,(931) 580-2592  ,,500 Madison Street,Shelbyville,TN,37160,5YR,13YR,,Center,150,06:00 AM,06:00 PM,Y,Y,N,Y,N,N,Department Of Education,Approved,10/1/2021,8/13/2009,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,BEDFORD,Eakin Elementary Preschool,1100 Glen Oaks Road,Shelbyville,TN,37174,(931) 684-7852  3220,Cari Doss,1100 Glen Oaks Road,Shelbyville,TN,37174,3YR,5YR,,Center,100,07:45 AM,01:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,8/15/2010,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,BEDFORD,Thomas Magnet School Preschool,515 Tate Avenue,Shelbyville,TN,37160,(931) 684-6818  ,Delicia Hyatt,515 Tate Avenue,Shelbyville,TN,37160,3YR,5YR,,Center,80,07:45 AM,01:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2020,8/15/2010,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,BEDFORD,Community High School LEAPS,100 Community Crossing,Unionville,TN,37180,(931) 684-3284  2246,,100 Community Crossing,Unionville,TN,37180,13YR,18YR,,Center,150,07:00 AM,05:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,9/19/2014,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,BEDFORD,Harris Middle School LEAPS,570 Eagle Boulevard,Shelbyville,TN,37160,(931) 684-5195  ,,570 Eagle Boulevard,Shelbyville,TN,37160,10YR,17YR,,Center,150,07:15 AM,05:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,9/19/2014,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,BEDFORD,Eakin Elementary LEAPS,1100 Glen Oaks Rd,Shelbyville,TN,37160,(931) 684-3284  2246,,Attn: Betty Norris,Shelbyville,TN,37160,5YR,12YR,,Center,70,07:00 AM,05:00 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,10/15/2015,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,BEDFORD,East Side Elementary LEAPS,421 Elliott  St. ,Shelbyville,TN,37160,(931) 684-7112  ,,Attn: Betty Norris,Shelbyville,TN,37160,6YR,12YR,,Center,60,07:00 AM,05:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,10/15/2015,N,Y,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,BEDFORD,Learning Way Elementary LEAPS,200 Learning Way,Shelbyville,TN,37160,(931) 684-7852  ,,Attn: Betty Norris,Shelbyville,TN,37160,6YR,13YR,,Center,150,07:00 AM,05:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2020,10/15/2015,N,Y,N,N,N,Y,N,BILLY BENTON,(615) 210-8686
,BEDFORD,Learning Way Elementary Preschool,200 Learning Way,Shelbyville,TN,37160,(931) 685-1425  ,,200 Learning Way,Shelbyville,TN,37160,3YR,5YR,,Center,40,08:00 AM,01:30 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,8/23/2019,Y,N,Y,N,N,Y,N,BILLY BENTON,(615) 210-8686
,BEDFORD,Miss Judie's,201 TULIPTREE ROAD,SHELBYVILLE,TN,37160,(931) 684-2877  ,JUDIE POPE,201 TULIPTREE ROAD,SHELBYVILLE,TN,37160,6WK,12YR,3,Group,12,07:00 AM,05:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,12/1/2021,8/10/2006,N,Y,Y,Y,Y,Y,Y,Christy Newman,(931) 279-9275
,BEDFORD,"The Baby Bear's Den, LLC",104 Wood St. ,Shelbyville,TN,37160,(931) 492-4039  ,Angie Phelps,104 Wood St. ,Shelbyville,TN,37160,6WK,6YR,0,Center,24,06:30 AM,05:30 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,9/1/2021,5/3/2017,N,Y,Y,Y,Y,N,N,Christy Newman,(931) 279-9275
,BEDFORD,"Bright Beginnings Preschool, LLC",315 N. Cannon Blvd. ,Shelbyville,TN,37160,(931) 703-4040  ,Rachel Victory,203 Brooklyn Circle,Shelbyville,TN,37160,6WK,12YR,3,Center,99,06:30 AM,05:30 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,11/1/2021,7/23/2018,N,Y,Y,N,N,N,N,Christy Newman,(931) 279-9275
,BEDFORD,Little Bloomers (Group),204 Russell Street,"Shelbyville, TN ",TN,37160,(931) 580-6762  ,Anita Farris,204 Russell Street,"Shelbyville, TN ",TN,37160,6WK,12YR,,Group,12,07:00 AM,05:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,7/1/2021,3/1/2021,N,N,Y,Y,N,N,N,Christy Newman,(931) 279-9275
,BEDFORD,Red Rover Child Care,217 West Cedar St. ,Shelbyville,TN,37160,(931) 684-9438  ,Brooke Williams,217 West Cedar St. ,Shelbyville,TN,37160,6WK,5YR,3,Center,24,06:30 AM,05:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,3/1/2021,3/1/2019,N,Y,Y,Y,Y,N,N,Christy Newman,(931) 279-9275
,BEDFORD,Red Rover Preschool,215 West Cedar St. ,Shelbyville,TN,37160,(931) 684-9438  ,Krysi Davis,215 West Cedar St. ,Shelbyville,TN,37160,3YR,6YR,3,Center,24,06:30 AM,05:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,3/1/2021,3/1/2019,N,Y,Y,Y,Y,N,Y,Christy Newman,(931) 279-9275
,BEDFORD,Green Acres Childcare,272 Green Acres Rd. ,Unionville,TN,37180,(931) 224-0869  ,Lara  Smotherman,272 Green Acres Rd. ,Unionville,TN,37180,6WK,12YR,3,Group,12,06:00 AM,05:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,11/1/2021,7/15/2019,N,N,Y,N,Y,N,N,Christy Newman,(931) 279-9275
,BEDFORD,Salvations Grace,2011 S. Cannon Blvd. ,Shelbyville,TN,37160,(931) 205-2698  ,Melanie Hartley,2011 S. Cannon Blvd. ,Shelbyville,TN,37160,6WK,12YR,0,Center,64,06:00 AM,06:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,8/1/2021,4/6/2020,N,Y,Y,Y,Y,Y,N,Christy Newman,(931) 279-9275
,BEDFORD,"Sweet Peas Academy, LLC",705 Belmont Ave. ,Shelbyville,TN,37160,(931) 703-3906  ,Lauren  Smith,705 Belmont Ave. ,Shelbyville,TN,37160,6WK,12YR,0,Center,24,06:30 AM,05:30 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,7/1/2021,3/23/2020,N,Y,Y,Y,Y,Y,N,PAM BREWER,(931) 319-7429
,BEDFORD,Stay N Play Learning Preschool,1164 Bell Buckle Wartrace Rd. ,Wartrace ,TN,37183,(931) 389-6375  ,tammy  craig,1164 Bell Buckle Wartrace Rd. ,Wartrace ,TN,37183,6WK,12YR,3,Center,62,06:00 AM,05:30 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,2/1/2022,10/3/2011,N,N,Y,N,N,N,Y,Christy Newman,(931) 279-9275
,BENTON,Tiny Tots Daycare,980 Old Hwy 70E,Camden,TN,38320,(731) 441-2313  ,Tabitha Keatts,116 Vine Street,Camden,TN,38320,6WK,12YR,3,Group,12,06:30 AM,05:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,4/1/2021,12/1/2020,N,N,Y,N,N,N,Y,Amy Richardson,(731) 225-0038
,BENTON,Joyland Child Care Center,1014 HIGHWAY 641 SOUTH,CAMDEN,TN,38320,(731) 584-5542  ,ELAINA CHANDLER,1014 HIGHWAY 641 SOUTH,CAMDEN,TN,38320,1YR,12YR,3,Center,78,06:30 AM,05:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,10/1/2021,10/25/2007,N,Y,Y,Y,Y,Y,Y,Amy Richardson,(731) 225-0038
,BENTON,Magic Valley Head Start,245 OVERHEAD BRIDGE ROAD,CAMDEN,TN,38320,(731) 584-2009  ,JANET BATCHELDER,245 OVERHEAD BRIDGE ROAD,CAMDEN,TN,38320,3YR,5YR,3,Center,60,07:00 AM,03:45 PM,N,N,N,N,N,N,DHS Licensing,Licensed,4/1/2021,1/12/2004,N,Y,Y,Y,Y,N,Y,Amy Richardson,(731) 225-0038
,BENTON,Benton County Early Head Start,136 College Ave,CAMDEN,TN,38320,(731) 584-4953  ,Michelle Teague,136 College Ave,CAMDEN,TN,38320,6WK,3YR,3,Center,24,07:00 AM,04:30 PM,N,N,N,N,Y,N,DHS Licensing,Licensed,10/1/2021,10/18/2004,N,Y,Y,Y,Y,Y,Y,Amy Richardson,(731) 225-0038
,BENTON,Wee Care Day Care,208 WASHINGTON AVE.,CAMDEN,TN,38320,(731) 220-0584  ,Amanda Shaver,208 WASHINGTON AVE.,CAMDEN,TN,38320,5YR,12YR,0,Center,99,06:00 AM,05:30 PM,Y,N,Y,Y,N,N,DHS Licensing,Licensed,1/1/2022,1/1/1988,N,Y,Y,Y,Y,Y,N,Amy Richardson,(731) 225-0038
,BENTON,CAMDEN ELEMENTARY PRE K ,208 WASHINGTON AVE,CAMDEN,TN,38320,(731) 584-4918  ,Amy Davis,197 Briarwood Street,CAMDEN,TN,38320,3YR,5YR,,Center,80,07:50 AM,01:30 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,10/24/2006,N,Y,Y,Y,Y,N,Y,Donna Teague,(731) 358-1496
,BENTON,Little Monkeys Preschool,118 Melton Avenue,Camden,TN,38320,(731) 441-2770  ,Rhonda Griffith,118 Melton Avenue,Camden,TN,38320,6WK,12YR,3,Group,12,07:30 AM,04:30 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,6/1/2021,2/1/2018,N,N,Y,N,Y,N,N,Amy Richardson,(731) 225-0038
,BENTON,Tanya Smith Childcare,130 E. Lake St.,Camden,TN,38320,(731) 584-0460  ,Tanya Smith,130 E. Lake St.,Camden,TN,38320,6WK,12YR,3,Group,12,07:00 AM,05:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,6/1/2021,1/1/2018,N,N,Y,N,Y,N,N,Amy Richardson,(731) 225-0038
,BENTON,Learn-A-Lot Playschool,2110 Reynoldsburg Road,Camden,TN,38320,(731) 441-9231  ,Kayla Jones,161 Greenlawn Avenue,Camden,TN,38320,3YR,5YR,,Group,12,07:30 AM,04:00 PM,N,N,N,N,N,N,DHS Licensing,Licensed,12/1/2021,8/16/2021,N,N,Y,Y,Y,Y,N,Amy Richardson,(731) 225-0038
,BLEDSOE,CREATIVE STEPS,80 BLAIN ALLEY,PIKEVILLE,TN,37367,(423) 447-3541  ,CYNDEE DEBORD,P.O. BOX 1154,PIKEVILLE,TN,37367,6WK,12YR,3,Group,15,07:00 AM,05:00 PM,Y,N,N,N,N,N,DHS Licensing,Licensed,10/1/2020,6/13/2003,N,N,Y,Y,Y,Y,N,Kimberly Chastain,(423) 634-0495
,BLEDSOE,Telamon-Summer City Migrant Head Start,311 Summer City Road,PIKEVILLE,TN,37367,(423) 382-0047  ,VICKI CHACON,311 Summer City Road,PIKEVILLE,TN,37367,6WK,5YR,3,Center,99,08:00 AM,04:30 PM,N,N,N,N,Y,N,DHS Licensing,Licensed,11/1/2021,4/22/2002,N,Y,Y,Y,Y,Y,Y,Kimberly Chastain,(423) 634-0495
,BLEDSOE,HEAD START - BLEDSOE COUNTY,2531 South Main Street,PIKEVILLE,TN,37367,(423) 447-2459  ,Elaine  Duke,2531 South Main Street,PIKEVILLE,TN,37367,6WK,5YR,3,Center,62,08:00 AM,03:00 PM,N,N,N,N,Y,N,DHS Licensing,Licensed,10/1/2020,3/1/1985,Y,Y,Y,N,N,Y,Y,Kimberly Chastain,(423) 634-0495
,BLEDSOE,M.V. WHEELER PRESCHOOL,33073 SR30,PIKEVILLE,TN,37367,(423) 881-3394  ,KRISTY SHOCKLEY,33073 SR30,PIKEVILLE,TN,37367,4YR,5YR,,Center,20,07:45 AM,03:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,1/9/1997,N,Y,Y,Y,Y,Y,Y,Adrienne Butler,(931) 239-6819
,BLEDSOE,CECIL B. RIGSBY PRESCHOOL,8231 NEW HARMONY ROAD,PIKEVILLE,TN,37367,(423) 447-2891  ,Kristy Shockley,8231 NEW HARMONY ROAD,PIKEVILLE,TN,37367,4YR,5YR,,Center,20,07:45 AM,03:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,4/26/2001,N,Y,Y,Y,Y,Y,Y,Adrienne Butler,(931) 239-6819
,BLEDSOE,PIKEVILLE ELEMENTARY PRESCHOOL,41068 SR 30,PIKEVILLE,TN,37367,(423) 447-2457  ,KRISTY SHOCKLEY,41068 SR 30,PIKEVILLE,TN,37367,3YR,5YR,,Center,80,07:45 AM,03:15 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,11/29/2005,N,Y,Y,Y,Y,Y,Y,Adrienne Butler,(931) 239-6819
,BLEDSOE,TEAM Connection @ Wheeler Elementary,33073 State Route 30,Pikeville,TN,37367,(423) 881-3394  ,KRISTY SHOCKLEY,33073 State Route 30,Pikeville,TN,37367,5YR,11YR,,Center,48,07:15 AM,07:45 AM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,12/12/2011,N,Y,Y,Y,Y,Y,Y,Adrienne Butler,(931) 239-6819
,BLEDSOE,TEAM Connection @ Rigsby Elementary,8231 NEW HARMONY ROAD,Pikeville,TN,37367,(423) 447-2891  ,KRISTY SHOCKLEY,8231 NEW HARMONY ROAD,Pikeville,TN,37367,5YR,11YR,,Center,48,07:15 AM,07:45 PM,N,N,N,N,Y,N,Department Of Education,Approved,10/1/2021,12/13/2011,N,Y,Y,Y,Y,Y,N,Adrienne Butler,(931) 239-6819
,BLEDSOE,TEAM Connection @ Pikeville Elementary,41068 State Route 30,Pikeville,TN,37367,(423) 447-2457  ,KRISTY SHOCKLEY,41068 State Route 30,Pikeville,TN,37367,5YR,11YR,,Center,80,07:15 AM,07:45 AM,N,N,N,N,Y,N,Department Of Education,Approved,11/1/2021,12/12/2011,N,Y,Y,Y,Y,Y,Y,Adrienne Butler,(931) 239-6819
,BLOUNT,Helen Ross McNabb @ Gateway,3845 Holston College Road,Louisville,TN,37777,(865) 380-5089  3503,Bethany Ott,3845 Holston College Road,Louisville,TN,37777,14YR,18YR,,Group,16,08:00 AM,04:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,10/1/2016,N,Y,Y,N,N,Y,N,CYNTHIA TEMPLIN,(865) 594-9450
,BLOUNT,"LITTLE RIVER LEARNING CENTER, INC",370 S LONG HOLLOW RD,MARYVILLE,TN,37801,(865) 379-2812  ,Shannon Russell,370 S LONG HOLLOW RD,MARYVILLE,TN,37801,6WK,5YR,3,Center,88,06:00 AM,06:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,10/1/2021,6/7/2004,N,Y,Y,Y,Y,Y,N,Janelle McKenney,(865) 594-3568
,BLOUNT,"LITTLE SCHOLARS CHRISTIAN ACADEMY, INC.",940 BROWN SCHOOL ROAD,MARYVILLE,TN,37804,(865) 981-5799  ,KATIE TEFFETELLER,940 BROWN SCHOOL ROAD,MARYVILLE,TN,37804,6WK,5YR,3,Center,120,07:00 AM,06:00 PM,N,N,N,Y,N,N,DHS Licensing,Licensed,3/1/2021,11/5/2007,N,Y,Y,Y,Y,Y,N,LAURA FAIN,(865) 594-9173
,BLOUNT,"FOOTHILLS CHILDCARE & PRESCHOOL, INC",1707 TRIANGLE PARK DR.,MARYVILLE,TN,37801,(865) 681-5958  ,Allen Swank,1707 TRIANGLE PARK DR.,MARYVILLE,TN,37801,6WK,6YR,3,Center,99,06:00 AM,06:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,8/1/2021,8/24/2010,N,N,Y,Y,Y,N,Y,TRACEE GARNER,(865) 594-9132
,BLOUNT,Launchpad Preschool,Foothills Church,Maryville,TN,37801,(865) 980-8878  ,Renee  Citrone,Foothills Church,Maryville,TN,37801,2YR,6YR,2,Center,84,09:00 AM,02:00 PM,N,N,N,Y,N,N,DHS Licensing,Licensed,6/1/2021,6/1/2018,N,Y,Y,Y,Y,Y,N,Jacquelyn Platt,(865) 594-3568
,BLOUNT,KINGDOM KARE CHILD DEVELOPMENT CENTER,2114 E BROADWAY,MARYVILLE,TN,37804,(865) 233-3323  ,Bethany Smith,2114 E BROADWAY,MARYVILLE,TN,37804,6WK,12YR,2,Center,123,06:00 AM,06:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,12/1/2021,8/7/2007,N,Y,Y,Y,Y,N,Y,HANNAH  GRAYSON ,(423) 634-6185
,BLOUNT,Clayton Bradley Academy After School,425 Alcoa Trail,Maryville,TN,37804,(865) 494-1222  ,Sheli Vorhees,425 Alcoa Trail,Maryville,TN,37804,3YR,12YR,,Center,40,03:30 PM,06:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,7/24/2014,N,Y,Y,Y,Y,Y,N,Dawn Shillington,
,BLOUNT,Clayton Bradley Academy Preschool,425 Alcoa Trail,Maryville,TN,37804,(865) 494-1222  ,Mary Liford,425 Alcoa Trail,Maryville,TN,37804,3YR,5YR,,Center,60,08:30 AM,03:00 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,7/24/2014,N,N,Y,Y,Y,N,N,Summer Cleek,(865) 965-5235
,BLOUNT,"Blessings Christian Child Care, LLC",1532 William Blount Drive,Maryville,TN,37801,(865) 681-6655  ,Lisa Hicks,1532 William Blount Drive,Maryville,TN,37801,6WK,5YR,0,Center,90,06:30 AM,06:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,6/1/2021,6/1/2011,N,Y,Y,Y,Y,Y,Y,Tiffany Stoeck,(865) 594-4054
,BLOUNT,Little Sprouts Learning Center,1833 N. Wright Road ,Alcoa,TN,37701,(865) 233-0460  ,Ashley Hill,1833 N. Wright Road ,Alcoa,TN,37701,6WK,6YR,2,Center,99,06:30 AM,06:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,1/1/2022,9/8/2015,N,Y,Y,Y,Y,Y,N,HANNAH  GRAYSON ,(423) 634-6185
,BLOUNT,TOPSIDE LEARNING CENTER,2934 TOPSIDE ROAD,LOUISVILLE,TN,37777,(865) 977-9540  ,Annie  Husband,2934 TOPSIDE ROAD,LOUISVILLE,TN,37777,6WK,12YR,2,Center,89,07:00 AM,06:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,12/1/2021,9/7/2014,N,Y,Y,Y,Y,Y,N,HANNAH  GRAYSON ,(423) 634-6185
,BLOUNT,TLC FOUNDATION STATION INC,2706 MAYFLOWER DRIVE,MARYVILLE,TN,37801,(865) 980-8332  ,Kristy Pittman,2706 MAYFLOWER DRIVE,MARYVILLE,TN,37801,6WK,12YR,2,Center,62,06:30 AM,06:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,12/1/2020,8/15/2017,N,Y,Y,Y,Y,Y,Y,HANNAH  GRAYSON ,(423) 634-6185
,BLOUNT,Boys & Girls Club of Blount County,520 S. Washington Street,Maryville,TN,37804,(865) 232-1230  ,Jefferson Money,967 Irwin Street,Knoxville,TN,37917,5YR,17YR,3,Center,331,02:45 PM,06:30 PM,Y,Y,N,N,Y,N,Department Of Education,Approved,10/1/2021,8/10/2012,N,Y,Y,Y,Y,Y,Y,Dawn Shillington,
,BLOUNT,MARYVILLE FIRST BAPT NURSERY SCH,202 W LAMAR ALEXANDER PKY,MARYVILLE,TN,37801,(865) 984-0667  ,Judy Tucker,202 W LAMAR ALEXANDER PKY,MARYVILLE,TN,37801,6WK,6YR,3,Center,99,07:00 AM,04:30 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,3/1/2021,1/1/1974,N,Y,Y,Y,Y,Y,N,Janelle McKenney,(865) 594-3568
,BLOUNT,New Providence Head Start ,703 W BROADWAY AVE,MARYVILLE,TN,37801,(865) 984-2963  ,Derry Amos,127 CEDAR ST,MORRISTOWN,TN,37814,3YR,5YR,3,Center,20,08:30 AM,01:30 PM,N,N,N,N,Y,N,DHS Licensing,Licensed,2/1/2022,2/1/1978,N,Y,Y,Y,Y,Y,Y,LAURA FAIN,(865) 594-9173
,BLOUNT,PORTER HEAD START,4520 WILDWOOD SPRINGS ROAD,MARYVILLE,TN,37804,(865) 982-6140  ,Ashley  Hall,127 CEDAR STREET,MORRISTOWN,TN,37814,3YR,5YR,3,Center,20,08:00 AM,01:45 PM,N,N,N,N,Y,N,DHS Licensing,Licensed,1/1/2021,9/23/2013,N,Y,Y,Y,Y,Y,Y,Janelle McKenney,(865) 594-3568
,BLOUNT,Fairview Head Start ,2130 OLD NILES FERRY RD,MARYVILLE,TN,37803,(865) 980-1685  ,Derry Amos,127 CEDAR ST,MORRISTOWN,TN,37814,3YR,5YR,3,Center,19,08:00 AM,01:45 PM,N,N,N,N,N,N,DHS Licensing,Licensed,2/1/2022,10/1/2001,N,Y,Y,Y,Y,Y,Y,LAURA FAIN,(865) 594-9173
,BLOUNT, Lanier Head Start ,6006 LANIER RD,MARYVILLE,TN,37803,(865) 856-6060  ,Derry Amos,127 CEDAR ST,MORRISTOWN,TN,37814,3YR,5YR,3,Center,40,08:00 AM,01:30 PM,N,N,N,N,N,N,DHS Licensing,Licensed,2/1/2022,10/1/2001,N,Y,Y,Y,Y,Y,Y,LAURA FAIN,(865) 594-9173
,BLOUNT, TOWNSEND Head Start ,TOWNSEND ELEMENTARY SCH,TOWNSEND,TN,37882,(865) 448-9195  ,Derry Amos,127 CEDAR STREET,MORRISTOWN,TN,37814,3YR,5YR,3,Center,20,08:30 AM,02:15 PM,N,N,N,N,N,N,DHS Licensing,Licensed,3/1/2021,11/1/2006,N,Y,Y,Y,Y,Y,Y,LAURA FAIN,(865) 594-9173
,BLOUNT,Mary Blount Head Start,131 South Old Glory Road,Maryville,TN,37801,(865) 982-0608  ,Curt Amos,127 Cedar Street,Morristown,TN,37814,4YR,5YR,3,Center,20,07:45 AM,02:30 PM,N,N,N,N,N,N,Department Of Education,Approved,10/1/2021,10/6/2008,N,Y,Y,Y,Y,Y,N,Summer Cleek,(865) 965-5235
,BLOUNT,Southdowne Head Start,327 Southdowne Drive,Maryville,TN,37801,(865) 984-3272  ,Derry Amos,127 Cedar Street,Morristown,TN,37814,3YR,5YR,3,Center,20,08:30 AM,02:15 PM,N,N,N,N,N,N,DHS Licensing,Licensed,11/1/2021,7/16/2018,N,N,N,N,N,N,Y,LAURA FAIN,(865) 594-9173
,BLOUNT,Union Grove Head Start,330 S. Old Grey Ridge Road,Friendsville,TN,37737,(865) 379-1414  ,Ashley  Hall,127 Cedar Street ,Morristown,TN,37814,3YR,5YR,3,Center,20,07:45 AM,02:15 PM,N,N,N,N,N,N,DHS Licensing,Licensed,12/1/2021,8/13/2018,N,Y,Y,Y,Y,Y,Y,Janelle McKenney,(865) 594-3568
,BLOUNT,MENTOR HEAD START,2424 MENTOR SCHOOL ROAD,LOUISVILLE,TN,37777,(423) 587-4501  ,Rhonda Dockery,127 CEDAR STREET,MORRISTOWN,TN,37814,3YR,5YR,,Center,20,08:30 AM,02:15 PM,N,N,N,N,N,N,DHS Licensing,Licensed,8/13/2021,8/13/2021,N,Y,Y,Y,Y,Y,Y,Mary Bennett,
,BLOUNT,STEPPING STONES PRESCHOOL,611 SHERWOOD DR,MARYVILLE,TN,37801,(865) 984-2940  ,Kristy Bird,P O BOX 5293,MARYVILLE,TN,37802,30MO,10YR,3,Center,99,07:30 AM,05:00 PM,N,Y,N,Y,N,N,DHS Licensing,Licensed,12/1/2020,9/1/1989,N,Y,Y,Y,Y,N,N,Mary Bennett,
,BLOUNT,"SCH OF PERPETUAL MOTION, INC-DC",1452 E BROWN SCHOOL RD,MARYVILLE,TN,37804,(865) 984-1253  ,Gary Thibodeau,1452 E BROWN SCHOOL RD,MARYVILLE,TN,37804,12MO,5YR,3,Center,75,07:00 AM,06:00 PM,Y,N,N,Y,N,N,DHS Licensing,Licensed,4/1/2021,6/1/1976,Y,Y,Y,Y,Y,Y,N,TRACEE GARNER,(865) 594-9132
